Experiment ; nb_agents ; cost ; time 
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 74 ; 1.43
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 100 ; 4.03
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 96 ; 1.45
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 100 ; 1.46
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 96 ; 1.45
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 96 ; 1.42
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 96 ; 1.44
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 100 ; 1.47
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 96 ; 6.84
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 88 ; 10.34
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 96 ; 6.68
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 96 ; 4.0
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 88 ; 1.42
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 96 ; 3.98
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 100 ; 1.46
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 102 ; 1.46
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 96 ; 1.52
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 100 ; 1.46
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 96 ; 6.71
aamas/logs300/parallel_range1_agents2__CASTAR_CHECK_COLLISIONS.csv ; 2 ; 102 ; 6.53
aamas/logs300/parallel_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 144 ; 6.33
aamas/logs300/parallel_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 150 ; 2.4
aamas/logs300/parallel_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 117 ; 6.15
aamas/logs300/parallel_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 159 ; 2.19
aamas/logs300/parallel_range1_agents3__CASTAR_CHECK_COLLISIONS.csv ; 3 ; 126 ; 19.47
